article_id,firm,tickers,shock_type,shock_magnitude,shock_direction
2056,Línea Directa Aseguradora S.A.,LDA.MC,demand,minor,positive
2058,Bankinter,BKT.MC,financial,minor,positive
2059,Iberdrola S.A.,IBE.MC,policy,minor,positive
2059,Endesa S.A.,ELE.MC,policy,minor,positive
2060,Cellnex,CLNX.MC,financial,minor,negative
2061,Telefónica S.A.,TEF.MC,policy,minor,positive
2062,Colonial SOCIMI S.A.,COL.MC,financial,minor,positive
2063,Colonial SOCIMI S.A.,COL.MC,financial,minor,positive
2064,Inditex,ITX.MC,demand,minor,positive
2065,Bankia SA,BKIA.MC,financial,minor,negative
2065,Caixabank SA,CABK.MC,financial,minor,negative
2065,Banco Sabadell SA,SAB.MC,financial,minor,negative
2065,Banco Santander SA,SAN.MC,financial,minor,negative
2066,Naturgy Energy Group S.A.,NTGY.MC,policy,minor,positive
2066,Repsol S.A.,REP.MC,policy,minor,positive
2066,Acciona S.A.,ANA.MC,policy,minor,positive
2066,Endesa S.A.,ELE.MC,policy,minor,positive
2067,Siemens Gamesa Renewable Energy S.A.,SGRE.MC,technology,major,positive
2068,Banco Sabadell SA,SAB.MC,financial,major,negative
2068,CaixaBank,CAIX.MC,financial,minor,negative
2068,Bankinter SA,BKT.MC,financial,minor,positive
2069,Endesa S.A.,ELE.MC,financial,major,negative
2069,Iberdrola S.A.,IBE.MC,financial,major,negative
2069,Naturgy Energy Group S.A.,NTGY.MC,financial,major,negative
2070,Banco Santander SA,SAN.MC,financial,minor,positive
2070,CaixaBank SA,CABK.MC,financial,minor,positive
2070,Banco Sabadell SA,SAB.MC,financial,minor,positive
2071,Siemens Gamesa Renewable Energy S.A.,SGRE.MC,supply,minor,positive
2072,NH Hotel Group S.A.,NHH.MC,financial,minor,positive
2073,Repsol,REP.MC,financial,minor,positive
2074,Solarpack Corp. Tecnológica SA,SPK.MC,financial,major,positive
2074,Acciona Energía,ANA.MC,financial,major,positive
2075,Iberdrola,IBE.MC,policy,minor,positive
2076,Solarpack,SPK.MC,demand,minor,positive
2076,Solaria,SLR.MC,demand,minor,positive
2077,IAG,IAG.MC,demand,minor,positive
2077,Amadeus,AMS.MC,demand,minor,negative
2077,Meliá Hotels,MEL.MC,demand,minor,positive
2077,Aena,AENA.MC,demand,minor,positive
2078,Liberbank SA,LBK.MC,financial,minor,positive
2078,CaixaBank SA,CABK.MC,financial,minor,positive
2078,Unicaja Banco SA,UNI.MC,financial,minor,positive
2078,Bankia,CABK.MC,financial,minor,positive
2079,Endesa S.A.,ELE.MC,policy,minor,positive
2080,Acerinox,AX.MC,supply,minor,negative
2081,Banco Santander,SAN.MC,financial,minor,positive
2082,Acciona Energía,ANE.MC,financial,major,positive
2082,Acciona S.A.,ANA.MC,financial,major,positive
2083,Acerinox,AX.MC,financial,minor,positive
2084,Acerinox,ACX.MC,supply,minor,negative
2085,Acciona Energía,ANA.MC,financial,minor,positive
2086,Meliá,MEL.MC,demand,minor,positive
2086,NH,NHH.MC,demand,minor,positive
2086,IAG,IAG.MC,demand,minor,positive
2087,Acciona,ANA.MC,demand,major,positive
2088,BBVA,BBVA.MC,financial,minor,positive
2089,Enagás SA,ENG.MC,technology,major,positive
2090,Banco Santander,SAN.MC,financial,minor,positive
2091,Santander,SAN.MC,financial,minor,positive
2092,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,major,positive
2093,Acción,ANA.MC,financial,major,positive
2094,Acciona SA,ANA.MC,financial,major,positive
2094,Acciona Energía,ANE.MC,financial,major,positive
2095,Naturgy Energy Group SA,NTGY.MC,supply,major,positive
2096,Banco Sabadell,SAB.MC,financial,minor,positive
2097,Colonial SOCIMI S.A.,COL.MC,financial,minor,positive
2098,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,minor,positive
2099,Ferrovial,FER.MC,demand,minor,negative
2100,Abertis,ABE.MC,financial,minor,positive
2100,ACS,ACS.MC,financial,minor,positive
2100,La Caixa,CAIX.MC,financial,minor,positive
2101,Acciona Energía,ANA.MC,financial,minor,positive
2102,Colonial,COL.MC,financial,minor,positive
2103,Repsol SA,REP.MC,policy,minor,positive
2104,Meliá Hotels,MEL.MC,demand,minor,positive
2104,IAG,IAG.MC,demand,minor,positive
2104,Inditex,ITX.MC,demand,minor,positive
2104,BBVA,BBVA.MC,financial,minor,positive
2104,Acerinox,ACX.MC,supply,minor,positive
2104,Bankinter,BKT.MC,financial,minor,positive
2105,CaixaBank SA,CABK.MC,financial,minor,negative
2106,Actividades de Construcción y Servicios S.A.,ACS.MC,financial,minor,negative
2106,Iberdrola S.A.,IBE.MC,financial,major,negative
2107,Acciona SA,ANA.MC,financial,minor,positive
2108,Banco Bilbao Vizcaya Argentaria,BBVA.MC,financial,minor,positive
2109,Acciona,ANA.MC,demand,minor,positive
2110,Actividades de Construccion y Servicios S.A.,ACS.MC,financial,major,negative
2110,Iberdrola S.A.,IBE.MC,financial,major,negative
2111,Factorenergia,FACTO.MC,financial,minor,positive
2111,Acciona Energía,ANA.MC,financial,minor,positive
2112,Iberdrola S.A.,IBE.MC,policy,major,negative
2112,Actividades de Construccion y Servicios S.A.,ACS.MC,policy,major,negative
2115,Acciona,ANA.MC,demand,minor,positive
2116,Banco de Sabadell SA,SAB.MC,financial,minor,positive
2117,Iberdrola SA,IBE.MC,policy,minor,positive
2118,Iberdrola,IBE.MC,policy,major,negative
2119,Iberdrola SA,IBE.MC,financial,minor,negative
2119,Actividades de Construcción y Servicios S.A.,ACS.MC,financial,minor,negative
2120,Iberdrola,IBE.MC,financial,minor,negative
2121,Iberdrola,IBE.MC,financial,minor,negative
2121,Iberdrola,IBE.MC,financial,minor,negative
2121,Iberdrola,IBE.MC,financial,minor,negative
2121,Iberdrola,IBE.MC,financial,minor,negative
2122,Acciona SA,ANA.MC,demand,minor,positive
2123,Red Eléctrica Corp SA,REE.MC,policy,minor,positive
2124,Aena,AENA.MC,demand,minor,positive
2125,Banco Sabadell,SAB.MC,financial,minor,negative
2125,Banco Santander,SAN.MC,financial,minor,positive
2125,Bankinter,BKT.MC,financial,minor,positive
2125,Banco Bilbao Vizcaya Argentaria,BBVA.MC,financial,minor,positive
2126,BBVA,BBVA.MC,financial,minor,positive
2127,Aena,AENA.MC,financial,minor,positive
2128,Solaria Energía y Medio Ambiente SA (SLR.MC),SLR.MC,demand,major,positive
2129,Ferrovial SA,FER.MC,demand,minor,positive
2130,Banco Santander,SAN.MC,financial,minor,positive
2130,Solarpack,SPK.MC,financial,major,positive
2131,Endesa,ELE.MC,demand,minor,positive
2132,Iberdrola,IBE.MC,policy,major,negative
2133,Aena SME S.A.,AENA.MC,supply,minor,negative
2134,Grifols,GRF.MC,financial,minor,positive
2135,Acciona S.A.,ANA.MC,financial,minor,positive
2136,TUI,TUI1.MC,demand,minor,negative
2136,Ryanair,RYA.MC,demand,minor,negative
2136,Carnival,CCL.MC,demand,minor,negative
2136,Wizz Air,WIZZ.MC,demand,minor,negative
2136,easyJet,EZJ.MC,demand,minor,negative
2136,IAG,IAG.MC,demand,minor,negative
2136,Intercontinental Hotels Group,IHG.MC,demand,minor,negative
2137,Colonial SOCIMI SA,COL.MC,financial,minor,positive
2138,CaixaBank S.A.,CABK.MC,financial,minor,positive
2139,Banco Santander,SAN.MC,financial,minor,positive
2139,CaixaBank,CABK.MC,financial,minor,positive
2139,Bankia,BKIA.MC,financial,minor,positive
2139,Banco Bilbao Vizcaya Argentaria,BBVA.MC,financial,minor,positive
2139,Bankinter,BKT.MC,financial,minor,positive
2139,Abengoa,ABG.MC,financial,minor,positive
2139,Bankia,BKIA.MC,financial,minor,positive
2139,Banco Santander,SAN.MC,financial,minor,positive
2139,Bankinter,BKT.MC,financial,minor,positive
2139,Banco Bilbao Vizcaya Argentaria,BBVA.MC,financial,minor,positive
2139,Bankia,BKIA.MC,financial,minor,positive
2139,CaixaBank,CABK.MC,financial,minor,positive
2139,Banco Santander,SAN.MC,financial,minor,positive
2139,Bankinter,BKT.MC,financial,minor,positive
2139,Abengoa,ABG.MC,financial,minor,positive
2139,CaixaBank,CABK.MC,financial,minor,positive
2139,Bankinter,BKT.MC,financial,minor,positive
2139,Banco Bilbao Vizcaya Argentaria,BBVA.MC,financial,minor,positive
2139,CaixaBank,CABK.MC,financial,minor,positive
2139,Banco Santander,SAN.MC,financial,minor,positive
2139,Abengoa,ABG.MC,financial,minor,positive
2139,Banco Bilbao Vizcaya Argentaria,BBVA.MC,financial,minor,positive
2139,Bankia,BKIA.MC,financial,minor,positive
2139,Abengoa,ABG.MC,financial,minor,positive
2140,ACS,ACS.MC,financial,minor,positive
2141,Acciona,ANA.MC,financial,minor,negative
2142,Aena,AENA.MC,policy,minor,negative
2143,CaixaBank S.A.,CABK.MC,financial,major,negative
2144,Repsol S.A.,REP.MC,financial,minor,positive
2145,CaixaBank S.A.,CABK.MC,financial,major,negative
2146,Repsol,REP.MC,financial,minor,positive
2147,CaixaBank SA,CABK.MC,financial,major,negative
2148,Acciona Energía,ANE.MC,financial,major,positive
2148,Acciona SA,ANA.MC,financial,minor,positive
2149,Cellnex Telecom SA,CLNX.MC,financial,major,positive
2150,Grifols,GRF.MC,financial,minor,positive
2151,Acciona,ANA.MC,policy,major,positive
2152,Acciona Energía,ANA.MC,financial,minor,positive
2153,Iberdrola,IBE.MC,policy,major,negative
2154,Telefónica,TEF.MC,financial,minor,positive
2155,Merlin Properties SOCIMI SA,MRL.MC,demand,minor,positive
2156,Repsol SA,REP.MC,technology,minor,positive
2156,Técnicas Reunidas SA, TRE.MC,technology,minor,positive
2157,Aena,AENA.MC,demand,minor,positive
2158,Acciona SA,ANA.MC,financial,minor,negative
2159,Actividades de Construcción y Servicios S.A.,ACS.MC,demand,minor,positive
2160,Bankinter S.A.,BKT.MC,financial,minor,positive
2160,Meliá Hotels International S.A.,MEL.MC,financial,minor,positive
2161,CaixaBank,CABK.MC,financial,minor,positive
2162,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,minor,positive
2163,Grifols,GRF.MC,financial,minor,positive
2164,Inmobiliaria Colonial Socimi S.A.,COL.MC,financial,minor,positive
2165,Acciona Energía,ANE.MC,financial,minor,positive
2166,Línea Directa,LDA.MC,financial,minor,positive
2166,Acciona S.A.,ANA.MC,financial,major,positive
2166,Opdenergy,NOP.MC,financial,minor,negative
2166,Grupo Ecoener SAU,ENER.MC,financial,minor,negative
2166,Aena SME S.A.,AENA.MC,financial,major,positive
2166,Cellnex Telecom S.A.,CLNX.MC,financial,major,positive
2166,Acciona Energía,ANE.MC,financial,major,positive
2167,Iberdrola,IBE.MC,supply,minor,positive
2168,Enagás,ENG.MC,technology,minor,positive
2169,Inditex,ITX.MC,supply,major,negative
2170,CaixaBank,CABK.MC,supply,major,negative
2171,Bankia,BKIA.MC,financial,major,negative
2171,CaixaBank,CABK.MC,financial,major,negative
2172,CaixaBank SA,CABK.MC,financial,major,negative
2173,Meliá Hotels,MEL.MC,financial,minor,positive
2174,CaixaBank,CABK.MC,financial,minor,positive
2175,CaixaBank,CABK.MC,financial,minor,negative
2176,Acciona Energía,ANA.MC,demand,minor,positive
2177,Acciona,ANA.MC,financial,minor,negative
2178,Aena SME S.A.,AENA.MC,supply,minor,positive
2179,ACS.MC,ACS.MC,financial,minor,positive
2180,Santander Consumer,SAN.MC,financial,minor,positive
2181,Meliá Hotels,MEL.MC,financial,minor,positive
2182,Endesa SA,ELE.MC,policy,minor,positive
2183,Siemens Gamesa,SGRE.MC,demand,minor,positive
2184,Enagás SA,ENG.MC,demand,minor,positive
2185,Solaria,SLR.MC,demand,minor,positive
2186,Red Eléctrica Corp. S.A.,REE.MC,technology,minor,positive
2187,Inditex,ITX.MC,demand,minor,positive
2187,Grifols,GRF.MC,financial,minor,positive
2187,Ferrovial,FER.MC,demand,minor,positive
2188,ACS,ACS.MC,financial,minor,positive
2189,Iberdrola,IBE.MC,financial,minor,positive
2190,Iberdrola,IBE.MC,demand,minor,positive
2191,Grifols,GRF.MC,demand,minor,positive
2191,Inditex,ITX.MC,demand,minor,positive
2191,ACS,ACS.MC,demand,minor,positive
2192,Banco Santander SA,SAN.MC,financial,minor,positive
2192,Banco Sabadell SA,SAB.MC,financial,minor,positive
2193,Acciona Energías Renovables SA,ANE.MC,supply,major,positive
2193,Acciona SA,ANA.MC,supply,major,positive
2194,Telefónica SA,TEF.MC,financial,minor,positive
2195,Repsol SA,REP.MC,supply,major,negative
2196,ACS,ACS.MC,policy,minor,positive
2197,Repsol,REP.MC,supply,minor,negative
2198,Naturgy,NTGY.MC,supply,minor,positive
2199,Banco Sabadell SA,SAB.MC,policy,minor,positive
2200,Naturgy Energy Group S.A.,NTGY.MC,financial,minor,positive
2200,CaixaBank S.A.,CABK.MC,financial,minor,negative
2201,Sacyr S.A.,SCYR.MC,policy,major,negative
2201,Repsol S.A.,REP.MC,policy,major,negative
2201,CaixaBank S.A.,CABK.MC,policy,major,negative
2202,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,major,positive
2203,Repsol,REP.MC,supply,minor,negative
2204,Colonial Inmobiliaria,COL.MC,financial,minor,positive
2205,CaixaBank,CABK.MC,financial,minor,positive
2206,CaixaBank SA,CABK.MC,financial,major,positive
2207,Repsol S.A.,REP.MC,supply,major,positive
2208,Iberdrola Renovables,IBE.MC,financial,minor,negative
2209,Iberdrola,IBE.MC,supply,minor,positive
2210,Iberdrola,IBE.MC,policy,minor,negative
2212,Aena,AENA.MC,demand,major,negative
2213,Ferrovial,FER.MC,demand,minor,positive
2214,BBVA.MC,BBVA.MC,financial,minor,positive
2215,Iberdrola SA,IBE.MC,demand,minor,positive
2215,Mapfre SA,MAP.MC,demand,minor,negative
2216,Iberia,IAG.MC,demand,minor,positive
2216,International Consolidated Airlines Group S.A.,IAG.MC,demand,minor,positive
2217,Bankinter SA,BKT.MC,financial,major,positive
2218,ACS.MC,ACS.MC,supply,major,positive
2219,Cellnex,CLNX.MC,demand,major,positive
2220,Banco Santander SA,SAN.MC,financial,minor,positive
2221,Siemens Gamesa,SGRE.MC,supply,minor,negative
2222,Aena,AENA.MC,demand,minor,negative
2223,Iberdrola,IBE.MC,demand,major,positive
2224,Acciona S.A.,ANA.MC,technology,minor,positive
2224,Corporación Acciona Energías Renovables S.A.,ANE.MC,technology,minor,positive
2225,Aena SA,AENA.MC,demand,minor,positive
2226,Naturgy Energy Group SA,NTGY.MC,supply,minor,positive
2227,Inditex,ITX.MC,policy,major,positive
2228,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,major,positive
2229,Cellnex Telecom SA,CLNX.MC,financial,major,positive
2230,Acciona SA,ANA.MC,supply,major,negative
2230,Siemens Gamesa Renewable Energy SA,SGRE.MC,supply,major,negative
2231,Bankinter,BKT.MC,financial,minor,positive
2231,Sabadell,SAB.MC,financial,minor,positive
2231,BBVA,BBVA.MC,financial,minor,positive
2232,Solaria (SLR.MC),SLR.MC,demand,minor,positive
2233,Naturgy,NTGY.MC,financial,minor,positive
2234,Naturgy (NTGY.MC),NTGY.MC,supply,minor,positive
2235,Repsol SA,REP.MC,technology,minor,positive
2235,Iberia,IAG.MC,technology,minor,positive
2236,Aena SME SA,AENA.MC,demand,minor,positive
2237,Iberdrola SA,IBE.MC,policy,minor,positive
2238,Siemens Gamesa Renewable Energy SA,SGRE.MC,financial,major,negative
2239,Siemens Gamesa,SGRE.MC,supply,minor,negative
2240,Siemens Gamesa Renewable Energy SA (SGRE.MC),SGRE.MC,supply,minor,negative
2241,Banco Santander SA,SAN.MC,policy,minor,positive
2241,Repsol SA,REP.MC,policy,minor,positive
2242,Siemens Gamesa,SGRE.MC,financial,major,negative
2243,Telefónica,TEF.MC,financial,minor,negative
2244,Siemens Gamesa,SGRE.MC,financial,major,negative
2245,Repsol,REP.MC,financial,minor,positive
2245,Santander,SAN.MC,financial,minor,positive
2246,Siemens Gamesa,SGRE.MC,supply,minor,negative
2247,Caixabank,CABK.MC,policy,minor,negative
2247,Iberdrola,IBE.MC,policy,minor,negative
2248,Banco Santander,SAN.MC,financial,major,positive
2249,Siemens Gamesa,SGRE.MC,financial,major,negative
2250,Iberdrola SA (IBE.MC),IBE.MC,technology,minor,positive
2251,Acciona SA,ANA.MC,demand,minor,positive
2251,Ferrovial SA,FER.MC,demand,minor,positive
2252,Santander,SAN.MC,financial,minor,positive
2253,Inditex,ITX.MC,demand,minor,negative
2254,Siemens Gamesa,SGRE.MC,supply,minor,negative
2255,NH,NHH.MC,demand,minor,positive
2255,Meliá,MEL.MC,demand,minor,positive
2255,IAG,IAG.MC,demand,minor,positive
2256,Ferrovial,FER.MC,supply,major,negative
2257,Siemens Gamesa,SGRE.MC,financial,minor,negative
2258,Telefónica,TEF.MC,financial,major,positive
2259,Telefónica SA,TEF.MC,technology,minor,positive
2260,Acciona S.A.,ANA.MC,financial,minor,positive
2261,Telefónica,TEF.MC,demand,minor,negative
2262,Siemens Gamesa,SGRE.MC,demand,minor,positive
2263,Red Eléctrica,REE.MC,financial,minor,negative
2264,Repsol S.A.,REP.MC,supply,major,positive
2264,Talgo S.A.,TLGO.MC,supply,major,positive
2265,Mapfre SA,MAP.MC,financial,major,negative
2266,Siemens Gamesa Renewable Energy S.A.,SGRE.MC,demand,minor,positive
2267,Ferrovial,FER.MC,policy,minor,positive
2267,Acciona,ANA.MC,policy,minor,positive
2268,IAG,IAG.MC,demand,minor,negative
2269,Siemens Gamesa,SGRE.MC,financial,major,negative
2270,Ferrovial,FER.MC,financial,minor,positive
2270,Acciona,ANA.MC,financial,minor,positive
2271,Iberdrola,IBE.MC,demand,minor,positive
2272,Mapfre SA,MAP.MC,financial,major,positive
2274,Iberdrola,IBE.MC,financial,major,negative
2275,Iberdrola,IBE.MC,financial,minor,negative
2276,Iberdrola,IBE.MC,financial,minor,negative
2277,Siemens Gamesa Renewable Energy S.A.,SGRE.MC,policy,minor,positive
2278,Iberdrola,IBE.MC,demand,minor,positive
2279,BBVA,BBVA.MC,demand,minor,positive
2280,Banco Santander SA,SAN.MC,financial,major,negative
2280,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,financial,major,negative
2280,Banco Sabadell SA,SAB.MC,financial,major,negative
2280,Bankinter SA,BKT.MC,financial,major,negative
2281,Telefónica S.A.,TEF.MC,financial,minor,positive
2282,Bankinter,BKT.MC,financial,minor,positive
2283,Bankinter SA,BKT.MC,financial,major,positive
2284,Repsol,REP.MC,financial,minor,positive
2285,Iberdrola,IBE.MC,financial,minor,positive
2286,Iberdrola,IBE.MC,demand,minor,positive
2287,Naturgy,NTGY.MC,financial,minor,positive
2288,Bankinter SA,BKT.MC,financial,major,positive
2289,Acciona Energía,ANE.MC,supply,minor,positive
2289,Acciona,ANA.MC,supply,minor,positive
2290,Iberdrola,IBE.MC,demand,minor,positive
2291,Iberdrola,IBE.MC,demand,major,positive
2292,Bankinter,BKT.MC,demand,minor,positive
2293,Bankinter,BKT.MC,financial,minor,positive
2294,Naturgy Energy Group S.A.,NTGY.MC,supply,minor,negative
2295,Iberdrola,IBE.MC,financial,minor,positive
2296,Siemens Gamesa,SGRE.MC,supply,minor,negative
2298,Cellnex,CLNX.MC,technology,minor,positive
2298,Grifols,GRF.MC,supply,minor,positive
2298,Merlin Properties,MRL.MC,demand,minor,negative
2298,Repsol,REP.MC,supply,minor,positive
2298,BBVA,BBVA.MC,financial,minor,positive
2299,Repsol,REP.MC,technology,major,positive
2300,Repsol SA,REP.MC,financial,minor,positive
2300,Banco Santander SA,SAN.MC,financial,minor,positive
2302,Enagás,ENG.MC,financial,minor,negative
2303,Ferrovial S.A.,FER.MC,financial,major,positive
2304,Ferrovial,FER.MC,financial,minor,positive
2305,Endesa SA,ELE.MC,financial,minor,negative
2306,Enagás,ENG.MC,supply,minor,negative
2307,IAG,IAG.MC,demand,minor,negative
2308,Endesa,ELE.MC,supply,minor,negative
2309,Endesa SA,ELE.MC,supply,minor,negative
2310,Endesa,ELE.MC,demand,minor,negative
2311,Ferrovial,FER.MC,financial,minor,positive
2312,Acciona S.A.,ANA.MC,supply,minor,positive
2312,Acciona Energías Renovables S.A.,ANE.MC,supply,minor,positive
2313,Enagás,ENG.MC,supply,minor,positive
2314,Iberdrola,IBE.MC,supply,major,positive
2315,Naturgy Energy Group S.A.,NTGY.MC,financial,minor,positive
2316,Ferrovial,FER.MC,demand,minor,negative
2317,Actividades de Construcción y Servicios SA,ACS.MC,financial,minor,positive
2318,Ferrovial SA,FER.MC,financial,minor,positive
2319,Santander,SAN.MC,financial,major,positive
2320,Red Eléctrica,REE.MC,financial,minor,positive
2321,Santander,SAN.MC,financial,major,positive
2322,Aena SME SA,AENA.MC,demand,major,negative
2323,ACS,ACS.MC,financial,minor,positive
2324,Aena,AENA.MC,financial,minor,negative
2325,Ferrovial,FER.MC,financial,minor,positive
2326,Enagás,ENG.MC,financial,minor,positive
2327,ACS,ACS.MC,demand,minor,positive
2328,Aena,AENA.MC,demand,minor,positive
2329,Red Eléctrica,REE.MC,financial,minor,positive
2330,Red Eléctrica,REE.MC,financial,minor,positive
2331,Ferrovial,FER.MC,demand,minor,positive
2332,Naturgy Energy Group SA,NTGY.MC,financial,major,positive
2333,Banco de Sabadell S.A.,SAB.MC,financial,minor,positive
2334,Ferrovial,FER.MC,demand,minor,positive
2335,Banco Santander SA,SAN.MC,financial,minor,positive
2336,AENA.MC,AENA.MC,supply,minor,negative
2337,Red Eléctrica Corp. S.A.,REE.MC,financial,minor,positive
2337,Telefónica S.A.,TEF.MC,financial,minor,positive
2338,Banco Santander SA,SAN.MC,financial,minor,positive
2339,Naturgy Energy Group S.A.,NTGY.MC,policy,minor,positive
2340,Naturgy Energy Group SA,NTGY.MC,financial,major,positive
2341,Banco Sabadell,SAB.MC,financial,major,positive
2342,Telefónica SA (TEF.MC),TEF.MC,financial,major,positive
2343,Telefónica,TEF.MC,financial,major,positive
2344,Cellnex Telecom SA,CLNX.MC,financial,minor,negative
2345,Repsol,REP.MC,supply,minor,positive
2346,Sabadell,SAB.MC,financial,major,positive
2347,Repsol SA,REP.MC,financial,minor,positive
2348,Telefónica SA,TEF.MC,financial,major,positive
2349,Repsol,REP.MC,supply,minor,positive
2350,Naturgy,NTGY.MC,financial,minor,positive
2351,Telefónica,TEF.MC,financial,minor,positive
2352,Banco Sabadell,SAB.MC,financial,minor,positive
2353,Santander,SAN.MC,financial,minor,positive
2354,Repsol,REP.MC,financial,minor,positive
2355,Repsol,REP.MC,demand,minor,positive
2356,Banco Sabadell SA,SAB.MC,financial,major,positive
2357,Repsol SA,REP.MC,financial,minor,positive
2358,CaixaBank S.A.,CABK.MC,financial,minor,positive
2358,Repsol S.A.,REP.MC,financial,minor,positive
2359,Banco Santander,SAN.MC,policy,major,negative
2360,Amadeus IT Group SA,AMS.MC,financial,minor,positive
2361,Colonial Socimi SA,COL.MC,financial,major,positive
2362,CaixaBank,CABK.MC,financial,major,positive
2363,BBVA,BBVA.MC,financial,minor,positive
2364,Inditex,ITX.MC,financial,major,positive
2364,Enagás S.A.,ENG.MC,financial,minor,positive
2364,Red Eléctrica Corp. S.A.,REE.MC,financial,major,positive
2365,Acciona SA,ANA.MC,financial,major,positive
2366,Merlin Properties Socimi SA,MRL.MC,financial,major,positive
2367,Siemens Gamesa,SGRE.MC,financial,major,negative
2368,CaixaBank SA,CABK.MC,financial,major,positive
2369,BBVA,BBVA.MC,financial,minor,positive
2370,Sacyr,SCYR.MC,financial,minor,negative
2371,Banco Sabadell,SAB.MC,financial,minor,negative
2372,International Consolidated Airlines Group S.A.,IAG.MC,demand,major,negative
2373,IAG,IAG.MC,financial,minor,positive
2374,Siemens Gamesa,SGRE.MC,financial,minor,negative
2375,Colonial,COL.MC,financial,minor,positive
2376,IAG,IAG.MC,demand,minor,negative
2377,IAG,IAG.MC,demand,minor,negative
2378,Merlin Properties,MRL.MC,financial,minor,positive
2379,Acción SA,ANA.MC,financial,major,positive
2380,IAG,IAG.MC,demand,minor,positive
2381,CaixaBank,CABK.MC,financial,major,positive
2382,IAG,IAG.MC,financial,minor,negative
2383,Siemens Gamesa Renewable Energy,SGRE.MC,supply,minor,negative
2384,Acciona,ANA.MC,demand,minor,positive
2385,Naturgy,NTGY.MC,financial,minor,positive
2386,Repsol,REP.MC,supply,minor,positive
2387,Sacyr SA,SCYR.MC,financial,major,negative
2388,Merlin Properties,MRL.MC,demand,minor,positive
2388,Colonial,COL.MC,demand,minor,positive
2389,BBVA,BBVA.MC,financial,minor,positive
2390,Banco Santander SA,SAN.MC,financial,minor,positive
2390,Banco Bilbao Vizcaya Argentaria,BBVA.MC,financial,minor,positive
2390,Bankinter SA,BKT.MC,financial,major,positive
2390,Banco Sabadell SA,SAB.MC,financial,major,negative
2391,Naturgy,NTGY.MC,financial,minor,positive
2392,CaixaBank,CABK.MC,financial,minor,positive
2393,CaixaBank S.A.,CABK.MC,financial,minor,negative
2394,Enagás SA,ENG.MC,technology,minor,positive
2394,Repsol SA,REP.MC,technology,minor,positive
2395,BBVA,BBVA.MC,financial,minor,positive
2396,Iberdrola,IBE.MC,policy,minor,positive
2397,Telefónica SA,TEF.MC,financial,minor,negative
2398,Aena,AENA.MC,financial,minor,negative
2399,Siemens Gamesa,SGRE.MC,supply,minor,negative
2400,Naturgy Energy Group S.A.,NTGY.MC,financial,minor,positive
2401,Aena SA,AENA.MC,supply,minor,positive
2401,Endesa SA,ELE.MC,supply,minor,positive
2401,Iberdrola SA,IBE.MC,supply,minor,positive
2402,Naturgy Energy Group SA,NTGY.MC,financial,minor,positive
2403,Naturgy,NTGY.MC,financial,minor,negative
2404,Siemens Gamesa,SGRE.MC,demand,minor,positive
2405,Colonial,COL.MC,financial,major,positive
2406,Repsol SA (REP.MC),REP.MC,policy,minor,positive
2407,Naturgy,NTGY.MC,policy,minor,positive
2408,Meliá Hotels,MEL.MC,demand,minor,positive
2409,Acciona,ANA.MC,supply,minor,positive
2410,Cellnex,CLNX.MC,financial,minor,positive
2411,Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,demand,minor,positive
2412,PharmaMar SA,PHM.MC,financial,major,negative
2412,Laboratorios Farmacéuticos Rovi SA,ROVI.MC,financial,major,positive
2413,Repsol S.A.,REP.MC,supply,minor,positive
2414,Merlin Properties,MRL.MC,financial,major,negative
2415,Repsol,REP.MC,financial,minor,positive
2416,Santander,SAN.MC,financial,minor,positive
2417,Naturgy,NTGY.MC,policy,minor,positive
2418,Repsol,REP.MC,financial,minor,negative
2419,Indra,IDR.MC,financial,minor,positive
2420,Bankinter,BKT.MC,demand,minor,positive
2421,Acciona,ANA.MC,financial,minor,positive
2421,Acciona Energía,ANE.MC,financial,minor,positive
2421,Nordex,NDX1.MC,financial,minor,positive
2422,Siemens Gamesa Renewable Energy SA,SGRE.MC,supply,major,positive
2423,Colonial,COL.MC,financial,minor,negative
2424,Red Eléctrica Corp SA,REE.MC,financial,minor,positive
2425,Meliá Hotels International SA,MEL.MC,demand,minor,positive
2425,NH Hotel Group SA,NHH.MC,demand,minor,positive
2426,Red Eléctrica Corp.,REE.MC,supply,major,positive
2427,Endesa S.A.,ELE.MC,supply,minor,negative
2427,Iberdrola S.A.,IBE.MC,supply,minor,negative
2427,Viesgo,VIESGO.MC,supply,minor,negative
2428,Aena SME SA,AENA.MC,demand,minor,positive
2429,BBVA,BBVA.MC,financial,minor,positive
2430,Fluidra,FDR.MC,financial,minor,positive
2431,Endesa SA,ELE.MC,demand,minor,positive
2432,Almirall SA,ALM.MC,technology,major,positive
2433,Almirall,ALM.MC,demand,minor,positive
2434,Grifols SA,GRF.MC,financial,minor,positive
2435,Iberdrola,IBE.MC,technology,major,positive
2436,Grifols,GRF.MC,financial,minor,positive
2437,IAG,IAG.MC,demand,minor,positive
